Step;AgentID;Run;Utility;Opinion;Uncertainty
0;0;0;0.0;0.41641547833080933;0.07169097598544263
0;1;0;0.0;0.5724862838347134;0.08518640665458523
0;2;0;0.0;0.47498342656862363;0.07503554801410547
0;3;0;0.0;0.5265003193746141;0.09650572693978772
0;4;0;0.0;0.4838218051323641;0.1178477882184667
0;5;0;0.0;0.43049449220066915;0.014793133252115731
0;6;0;0.0;0.43748642106388125;0.08770885702518173
0;7;0;0.0;0.46275159343663946;0.09385121532313029
0;8;0;0.0;0.45352591779200535;0.030304708912229764
0;9;0;0.0;0.42834441841556314;0.11444223725690737
0;10;0;0.0;0.7261422811295146;0.10476623798285117
0;11;0;0.0;0.4887142508373442;0.07250064733931402
0;12;0;0.0;0.48925275013270997;0.12778531868422638
0;13;0;0.0;0.47077228159926254;0.1600262739822744
0;14;0;0.0;0.6283327095132449;0.06665663851493983
0;15;0;0.0;0.25308103789719105;0.10398333551158108
0;16;0;0.0;0.5703918711212976;0.06514223841738104
0;17;0;0.0;0.3804908010989009;0.10421853810291701
0;18;0;0.0;0.42557944966951544;0.0524950388592172
0;19;0;0.0;0.6065121475652658;0.1297542330633328
0;20;0;0.0;0.5645160230826185;0.07742466561915254
0;21;0;0.0;0.5249366107950784;0.10163179217133483
0;22;0;0.0;0.5370555110456828;0.1407431577349575
0;23;0;0.0;0.5779293247354346;0.0933293297750558
0;24;0;0.0;0.45126986239907646;0.1335972607678449
0;25;0;0.0;0.43145337962818664;0.05535419476428476
0;26;0;0.0;0.6510171881989942;0.09498287198191672
0;27;0;0.0;0.4930700198358905;0.11734666274564513
0;28;0;0.0;0.5163963438001159;0.07935650043955053
0;29;0;0.0;0.6926406254040791;0.11080963096988136
2;0;0;0.21524724610033458;0.43049449220066915;0.014793133252115731
2;1;0;0.28899449383455106;0.5779889876691021;0.08587285038978155
2;2;0;0.23749171328431182;0.47498342656862363;0.07503554801410547
2;3;0;0.2809753549615382;0.5619507099230764;0.07117402020272656
2;4;0;0.21524724610033458;0.43049449220066915;0.014793133252115731
2;5;0;0.21524724610033458;0.43049449220066915;0.014793133252115731
2;6;0;0.2209005517869853;0.4418011035739706;0.10207347673294814
2;7;0;0.22676295889600268;0.45352591779200535;0.03030470891222982
2;8;0;0.22676295889600268;0.45352591779200535;0.030304708912229764
2;9;0;0.21417220920778157;0.42834441841556314;0.11444223725690737
2;10;0;0.3630711405647573;0.7261422811295146;0.10476623798285117
2;11;0;0.2443571254186721;0.49851555430494754;0.07424364147728856
2;12;0;0.2638541906401866;0.5277083812803732;0.07943508631493258
2;13;0;0.24653500991794525;0.4930700198358905;0.11734666274564515
2;14;0;0.31416635475662247;0.6283327095132449;0.06665663851493983
2;15;0;0.12654051894859553;0.25308103789719105;0.10398333551158108
2;16;0;0.2851959355606488;0.5607268943034822;0.07204851940840992
2;17;0;0.21524724610033458;0.43049449220066915;0.014793133252115731
2;18;0;0.21278972483475772;0.4305266651324722;0.05490311324962996
2;19;0;0.3032560737826329;0.5439969189645198;0.11003943245003275
2;20;0;0.28225801154130925;0.5645160230826185;0.07742466561915254
2;21;0;0.26877291589587254;0.5375458317917451;0.10597870898258273
2;22;0;0.23745262251127838;0.47490524502255677;0.09154296177844443
2;23;0;0.2889646623677173;0.5779293247354346;0.0933293297750558
2;24;0;0.21874321053194062;0.43748642106388125;0.08770885702518175
2;25;0;0.21295839383679027;0.42591678767358054;0.05265923930987163
2;26;0;0.3179252956231124;0.6358505912462248;0.09309089018972694
2;27;0;0.20852235998819363;0.41704471997638726;0.07231375037621662
2;28;0;0.25819817190005795;0.5163963438001159;0.07935650043955053
2;29;0;0.34632031270203956;0.6926406254040791;0.11080963096988136
4;0;0;0.21524724610033458;0.43049449220066915;0.014793133252115731
4;1;0;0.28899449383455106;0.5953996672261644;0.08804477391449803
4;2;0;0.23068883326388887;0.45543468231042783;0.077661207742082
4;3;0;0.2809753549615382;0.5619507099230764;0.07117402020272656
4;4;0;0.21524724610033458;0.43049449220066915;0.014793133252115731
4;5;0;0.21524724610033458;0.43049449220066915;0.014793133252115731
4;6;0;0.22661592352670587;0.45323184705341174;0.07771507860458271
4;7;0;0.22605631570633664;0.45211263141267327;0.03144901708825121
